"","Year_Birth","Education","Marital_Status","Income","Kidhome","Teenhome","Dt_Customer","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Complain","Z_CostContact","Z_Revenue","Response","Age","Total_Purchaase","Is_Parent","Has_Partner","Family_Size","campaign_participation","cluster"
"619",1958,"Postgraduate","Together",65488,0,0,2014-06-13,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,3,11,0,56,981,0,1,1,0,"3"
"620",1970,"Undergraduate","Married",62466,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,44,1010,1,1,2,0,"1"
"621",1960,"Undergraduate","Single",32218,0,0,2014-02-15,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,3,11,1,54,94,0,0,0,1,"4"
"622",1973,"Graduate","Single",83917,0,0,2013-04-18,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,3,11,1,41,1785,0,0,0,1,"3"
"623",1962,"Graduate","Divorced",46102,2,1,2014-03-10,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,52,16,1,0,3,0,"4"
"624",1952,"Graduate","Single",84574,0,0,2013-06-04,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,3,11,0,62,1429,0,0,0,0,"3"
"625",1962,"Graduate","Married",56181,0,1,2013-01-08,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,3,11,0,52,437,1,1,2,0,"2"
"626",1950,"Postgraduate","Divorced",63120,0,1,2012-09-28,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,3,11,1,64,1518,1,0,1,1,"3"
"627",1971,"Graduate","Married",73691,0,1,2013-11-06,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,3,11,0,43,1222,1,1,2,1,"2"
"628",1960,"Graduate","Together",63381,0,1,2012-10-05,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0,54,1055,1,1,2,0,"2"
"629",1948,"Postgraduate","Together",76140,0,0,2014-05-13,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,3,11,0,66,1348,0,1,1,0,"3"
"630",1959,"Postgraduate","Divorced",62859,0,1,2012-12-30,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,3,11,0,55,1319,1,0,1,0,"4"
"631",1964,"Graduate","Single",45906,0,1,2013-05-07,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,3,11,0,50,489,1,0,1,1,"4"
"632",1947,"Postgraduate","Together",77632,0,0,2013-03-10,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,3,11,1,67,2294,0,1,1,1,"3"
"633",1971,"Postgraduate","Married",46463,1,1,2013-08-18,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,3,11,0,43,246,1,1,3,0,"2"
"634",1970,"Graduate","Together",105471,0,0,2013-01-21,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,3,11,1,44,1745,0,1,1,1,"3"
"635",1970,"Postgraduate","Divorced",55282,1,0,2013-12-13,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,3,11,0,44,239,1,0,1,0,"4"
"636",1977,"Postgraduate","Married",78710,0,1,2014-05-23,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,3,11,0,37,1142,1,1,2,0,"2"
"637",1958,"Graduate","Together",66886,0,1,2013-09-16,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,3,11,0,56,630,1,1,2,0,"2"
"638",1960,"Postgraduate","Single",98777,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,3,11,0,54,2123,0,0,0,1,"3"
"639",1985,"Graduate","Together",29103,1,0,2012-08-27,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,3,11,0,29,51,1,1,2,0,"1"
"640",1974,"Graduate","Married",67445,0,1,2012-08-12,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,3,11,0,40,1254,1,1,2,0,"2"
"641",1950,"Postgraduate","Together",50616,0,1,2014-04-13,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,3,11,0,64,68,1,1,2,0,"2"
"642",1955,"Graduate","Divorced",49431,0,1,2012-08-03,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,3,11,0,59,365,1,0,1,0,"4"
"643",1975,"Graduate","Divorced",153924,0,0,2014-02-07,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,11,0,39,7,0,0,0,0,"3"
"644",1953,"Graduate","Together",61278,0,1,2014-01-04,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,3,11,0,61,171,1,1,2,0,"2"
"645",1958,"Undergraduate","Together",26490,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,3,11,0,56,230,0,1,1,0,"1"
"646",1947,"Postgraduate","Together",73059,0,1,2013-08-31,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,3,11,0,67,1177,1,1,2,0,"2"
"647",1966,"Postgraduate","Single",46734,1,2,2013-10-21,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,3,11,0,48,224,1,0,3,1,"2"
"648",1963,"Graduate","Together",56253,0,1,2012-12-07,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,3,11,0,51,608,1,1,2,0,"2"
"649",1985,"Graduate","Married",19986,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,3,11,0,29,24,1,1,2,0,"1"
"650",1975,"Graduate","Widow",58330,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,39,1162,1,0,1,0,"4"
"651",1980,"Undergraduate","Married",25965,0,0,2012-09-07,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,3,11,0,34,81,0,1,1,0,"1"
"652",1956,"Postgraduate","Together",14661,0,0,2013-01-01,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,58,28,0,1,1,0,"4"
"653",1959,"Graduate","Married",18690,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,55,64,0,1,1,0,"4"
"654",1974,"Postgraduate","Together",45068,0,1,2013-05-16,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,40,20,1,1,2,0,"2"
"655",1987,"Undergraduate","Single",21063,1,0,2013-09-25,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0,27,62,1,0,1,0,"1"
"656",1968,"Postgraduate","Married",29187,1,0,2013-05-09,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,46,34,1,1,2,0,"2"
"657",1971,"Undergraduate","Married",54690,1,1,2013-11-07,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,3,11,0,43,207,1,1,3,0,"1"
"658",1964,"Postgraduate","Married",59304,0,1,2013-07-29,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,3,11,0,50,1099,1,1,2,0,"2"
"659",1962,"Postgraduate","Single",59247,0,2,2013-11-08,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,3,11,0,52,588,1,0,2,0,"4"
"660",1970,"Graduate","Widow",66731,0,1,2012-09-12,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,3,11,0,44,1135,1,0,1,0,"4"
"661",1980,"Graduate","Married",77353,0,1,2013-12-16,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,3,11,0,34,771,1,1,2,0,"2"
"662",1975,"Postgraduate","Single",52614,0,1,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,3,11,0,39,999,1,0,1,0,"4"
"663",1974,"Graduate","Married",26751,2,0,2014-05-22,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,40,14,1,1,3,0,"1"
"664",1963,"Postgraduate","Married",81300,0,1,2012-10-30,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,3,11,1,51,1253,1,1,2,1,"2"
"665",1979,"Graduate","Single",70337,0,0,2014-01-02,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,3,11,0,35,619,0,0,0,0,"3"
"666",1985,"Undergraduate","Married",36145,1,0,2013-06-16,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,3,11,1,29,173,1,1,2,1,"1"
"667",1980,"Postgraduate","Single",65295,0,0,2013-12-23,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,3,11,0,34,774,0,0,0,0,"3"
"668",1963,"Graduate","Divorced",68118,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,51,951,1,0,1,0,"4"
"669",1967,"Graduate","Divorced",68743,0,0,2012-08-30,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,3,11,0,47,2208,0,0,0,0,"3"
"670",1982,"Undergraduate","Together",41039,0,0,2013-07-25,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,3,11,0,32,528,0,1,1,0,"1"
"671",1955,"Graduate","Together",38946,0,1,2013-10-24,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,3,11,0,59,263,1,1,2,0,"2"
"672",1967,"Graduate","Together",65777,0,0,2013-12-19,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0,47,1178,0,1,1,0,"3"
"673",1976,"Postgraduate","Divorced",66476,0,1,2013-03-07,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,3,11,0,38,737,1,0,1,0,"4"
"674",1972,"Postgraduate","Single",86857,0,0,2012-09-12,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,3,11,1,42,2216,0,0,0,1,"3"
"675",1982,"Postgraduate","Married",160803,0,0,2012-08-04,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,3,11,0,32,1720,0,1,1,0,"3"
"676",1989,"Postgraduate","Together",77845,0,0,2014-05-16,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,3,11,0,25,1386,0,1,1,1,"3"
"677",1969,"Postgraduate","Together",69476,0,0,2013-09-30,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,3,11,0,45,1053,0,1,1,0,"3"
"678",1960,"Postgraduate","Divorced",50611,0,1,2012-10-04,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,3,11,1,54,493,1,0,1,1,"4"
"679",1970,"Graduate","Single",61209,0,0,2013-08-25,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,3,11,0,44,1006,0,0,0,0,"3"
"680",1958,"Postgraduate","Together",42315,0,1,2013-07-12,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,3,11,0,56,281,1,1,2,0,"2"
"681",1952,"Undergraduate","Together",13084,0,0,2013-11-02,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,3,11,0,62,36,0,1,1,0,"1"
"682",1949,"Postgraduate","Widow",47570,1,1,2013-05-29,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,3,11,1,65,123,1,0,2,1,"4"
"683",1961,"Postgraduate","Married",61923,0,2,2013-07-26,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,3,11,0,53,129,1,1,3,0,"2"
"684",1995,"Graduate","Single",34824,0,0,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,19,23,0,0,0,0,"4"
"685",1949,"Postgraduate","Single",26518,1,1,2013-04-08,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,3,11,1,65,60,1,0,2,1,"4"
"686",1961,"Graduate","Single",45938,0,0,2013-11-03,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,3,11,0,53,719,0,0,0,0,"4"
"687",1960,"Graduate","Together",78468,0,0,2014-04-09,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,3,11,0,54,1026,0,1,1,1,"3"
"688",1973,"Graduate","Divorced",78901,0,1,2013-09-17,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,3,11,0,41,760,1,0,1,0,"4"
"689",1978,"Graduate","Married",71427,2,0,2014-03-12,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,3,11,0,36,678,1,1,3,0,"2"
"690",1978,"Graduate","Divorced",71022,0,1,2014-02-11,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,3,11,0,36,1465,1,0,1,1,"3"
"691",1988,"Postgraduate","Single",90247,0,0,2014-04-29,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,3,11,1,26,1637,0,0,0,1,"3"
"692",1968,"Postgraduate","Divorced",41335,1,0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,3,11,0,46,201,1,0,1,0,"4"
"693",1986,"Graduate","Married",71952,1,0,2013-01-10,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,3,11,0,28,1550,1,1,2,1,"3"
"694",1970,"Postgraduate","Divorced",35682,1,0,2014-06-27,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,3,11,0,44,59,1,0,1,0,"4"
"695",1951,"Graduate","Divorced",43185,0,1,2013-04-10,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,3,11,0,63,643,1,0,1,0,"4"
"696",1948,"Postgraduate","Together",66375,0,1,2013-11-21,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,3,11,0,66,948,1,1,2,1,"2"
"697",1971,"Postgraduate","Married",35178,1,0,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1,43,61,1,1,2,1,"2"
"698",1986,"Graduate","Married",25252,1,0,2013-07-12,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,3,11,0,28,20,1,1,2,0,"1"
"699",1965,"Postgraduate","Single",55250,0,1,2012-10-21,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,3,11,0,49,903,1,0,1,0,"4"
"700",1975,"Graduate","Single",33249,1,0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,39,126,1,0,1,0,"4"
"701",1953,"Graduate","Together",58398,0,0,2013-05-14,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,3,11,0,61,617,0,1,1,0,"3"
"702",1982,"Graduate","Together",50272,1,0,2013-08-07,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,3,11,0,32,241,1,1,2,0,"1"
"703",1975,"Postgraduate","Married",76618,0,0,2012-12-07,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,3,11,0,39,1671,0,1,1,0,"3"
"704",1960,"Undergraduate","Divorced",87305,0,0,2012-09-23,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,3,11,1,54,1290,0,0,0,1,"3"
"705",1978,"Graduate","Together",25851,1,0,2013-02-11,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,3,11,0,36,53,1,1,2,0,"1"
"706",1970,"Graduate","Divorced",58710,0,1,2013-03-31,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,3,11,0,44,1307,1,0,1,0,"4"
"707",1958,"Graduate","Single",45160,1,1,2014-03-29,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,56,21,1,0,2,0,"4"
"708",1965,"Postgraduate","Married",74806,0,1,2012-12-19,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,3,11,0,49,993,1,1,2,0,"2"
"709",1954,"Graduate","Married",59111,0,0,2013-05-02,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,3,11,0,60,897,0,1,1,0,"3"
"710",1984,"Postgraduate","Married",18988,1,0,2014-05-23,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,30,17,1,1,2,0,"1"
"711",1965,"Graduate","Married",72190,0,0,2013-02-13,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,3,11,0,49,2113,0,1,1,0,"3"
"712",1976,"Graduate","Married",7500,1,0,2012-08-01,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,3,11,1,38,78,1,1,2,1,"1"
"713",1966,"Graduate","Married",44794,0,1,2014-06-08,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,0,48,65,1,1,2,0,"1"
"714",1955,"Graduate","Married",80395,0,0,2013-11-23,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,3,11,0,59,1456,0,1,1,1,"3"
"715",1976,"Postgraduate","Divorced",75012,0,0,2014-01-25,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,3,11,0,38,1085,0,0,0,0,"3"
"716",1965,"Postgraduate","Married",56962,2,1,2013-10-11,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,3,11,0,49,414,1,1,4,0,"2"
"717",1991,"Graduate","Together",89891,0,0,2013-04-15,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,3,11,0,23,864,0,1,1,1,"3"
"718",1949,"Postgraduate","Divorced",35946,1,1,2013-09-27,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,3,11,0,65,11,1,0,2,0,"4"
"719",1953,"Postgraduate","Together",53593,1,1,2012-08-07,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,3,11,0,61,480,1,1,3,0,"2"
"720",1978,"Graduate","Married",66373,1,1,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,0,36,630,1,1,3,0,"2"
"721",1948,"Postgraduate","Divorced",45072,1,2,2013-10-16,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,3,11,0,66,286,1,0,3,0,"2"
"722",1973,"Graduate","Divorced",89694,1,1,2013-10-09,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,3,11,0,41,1500,1,0,2,1,"3"
"723",1949,"Graduate","Married",72025,0,0,2014-04-29,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,3,11,1,65,1727,0,1,1,1,"3"
"724",1973,"Graduate","Married",67432,0,1,2013-03-29,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,3,11,0,41,1471,1,1,2,0,"2"
"725",1952,"Postgraduate","Together",70545,0,1,2014-06-03,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,3,11,0,62,352,1,1,2,0,"2"
"726",1989,"Undergraduate","Married",17487,1,0,2013-03-18,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,3,11,0,25,22,1,1,2,0,"1"
"727",1969,"Graduate","Together",62882,0,1,2012-08-09,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,3,11,0,45,1362,1,1,2,0,"2"
"728",1953,"Postgraduate","Single",64108,0,1,2013-03-23,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,3,11,0,61,1120,1,0,1,0,"4"
"729",1956,"Postgraduate","Together",34941,1,1,2013-03-06,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,3,11,0,58,100,1,1,3,0,"2"
"730",1950,"Postgraduate","Single",48767,1,2,2014-01-01,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,3,11,0,64,63,1,0,3,0,"2"
"731",1978,"Undergraduate","Together",38702,1,0,2013-08-01,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,3,11,0,36,117,1,1,2,0,"1"
"732",1964,"Graduate","Married",82224,0,0,2014-01-25,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,3,11,0,50,933,0,1,1,1,"3"
"733",1952,"Graduate","Together",83844,0,0,2013-05-12,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,3,11,0,62,1605,0,1,1,1,"3"
"734",1975,"Undergraduate","Married",17003,1,0,2013-12-09,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,3,11,0,39,46,1,1,2,0,"1"
"735",1995,"Graduate","Single",71163,0,0,2014-03-09,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,3,11,0,19,1066,0,0,0,0,"3"
"736",1970,"Graduate","Single",33697,1,0,2013-09-15,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,3,11,0,44,31,1,0,1,1,"4"
"737",1954,"Undergraduate","Married",63564,0,0,2014-01-29,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,3,11,1,60,1249,0,1,1,1,"3"
"738",1972,"Postgraduate","Together",83443,0,0,2013-12-31,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,3,11,0,42,1553,0,1,1,0,"3"
"739",1958,"Postgraduate","Together",51518,0,1,2013-10-03,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,3,11,0,56,453,1,1,2,0,"2"
"740",1975,"Graduate","Widow",58330,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,39,1162,1,0,1,0,"4"
"741",1969,"Graduate","Married",80952,0,0,2013-02-28,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,3,11,1,45,1784,0,1,1,1,"3"
"742",1979,"Graduate","Together",75507,0,0,2014-05-02,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,3,11,0,35,1520,0,1,1,0,"3"
"743",1978,"Undergraduate","Together",63855,0,0,2013-02-09,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,3,11,0,36,1122,0,1,1,0,"3"
"744",1972,"Postgraduate","Together",62220,0,1,2012-08-11,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,3,11,1,42,1238,1,1,2,1,"2"
"745",1964,"Graduate","Married",58512,0,1,2013-09-19,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,3,11,0,50,1171,1,1,2,0,"2"
"746",1979,"Postgraduate","Married",40662,1,0,2013-03-15,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,3,11,0,35,96,1,1,2,0,"2"
"747",1959,"Postgraduate","Married",38829,0,1,2014-04-06,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,3,11,0,55,99,1,1,2,0,"2"
"748",1981,"Undergraduate","Married",35523,1,0,2013-10-03,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,3,11,0,33,71,1,1,2,0,"1"
"749",1967,"Graduate","Single",79146,1,1,2014-04-24,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,3,11,0,47,607,1,0,2,0,"4"
"750",1988,"Postgraduate","Married",78285,0,0,2013-10-28,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,3,11,0,26,1494,0,1,1,0,"3"
"751",1978,"Postgraduate","Single",31626,1,0,2013-05-10,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,3,11,1,36,87,1,0,1,1,"4"
"752",1952,"Graduate","Single",75127,0,0,2014-05-22,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,3,11,0,62,850,0,0,0,0,"3"
"753",1955,"Graduate","Married",48726,0,1,2013-04-27,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,3,11,0,59,242,1,1,2,0,"2"
"754",1977,"Graduate","Married",74985,0,0,2012-09-11,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,3,11,0,37,1869,0,1,1,0,"3"
"755",1987,"Graduate","Together",67430,0,0,2012-09-05,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,3,11,0,27,1497,0,1,1,0,"3"
"756",1965,"Undergraduate","Married",46891,0,1,2013-09-01,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,3,11,0,49,198,1,1,2,0,"1"
"757",1956,"Postgraduate","Married",62058,0,1,2013-05-26,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,3,11,0,58,450,1,1,2,0,"2"
"758",1979,"Graduate","Married",72063,0,1,2013-07-03,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,3,11,0,35,790,1,1,2,0,"1"
"759",1951,"Postgraduate","Married",78939,0,0,2013-12-12,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,3,11,0,63,1507,0,1,1,0,"3"
"760",1965,"Graduate","Single",42720,1,1,2013-04-24,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,3,11,1,49,680,1,0,2,1,"4"
"761",1972,"Graduate","Married",33622,1,1,2013-04-13,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,3,11,0,42,85,1,1,3,0,"1"
"762",1957,"Postgraduate","Together",6835,0,1,2012-12-08,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,3,11,0,57,139,1,1,2,0,"2"
"763",1953,"Graduate","Together",41452,1,1,2013-03-06,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,61,16,1,1,3,0,"2"
"764",1965,"Postgraduate","Single",40760,0,1,2013-08-30,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,3,11,0,49,93,1,0,1,0,"4"
"765",1958,"Postgraduate","Together",74250,0,0,2014-01-26,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,3,11,0,56,1158,0,1,1,0,"3"
"766",1955,"Postgraduate","Single",51124,1,1,2013-12-18,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,3,11,0,59,44,1,0,2,0,"4"
"767",1971,"Graduate","Single",72258,0,1,2013-09-12,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,3,11,0,43,1645,1,0,1,0,"3"
"768",1974,"Postgraduate","Single",71466,0,0,2014-04-05,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,3,11,0,40,1412,0,0,0,0,"3"
"769",1976,"Graduate","Together",36283,1,1,2014-04-14,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,3,11,0,38,29,1,1,3,0,"1"
"770",1970,"Graduate","Single",20587,1,0,2014-05-11,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,3,11,0,44,26,1,0,1,0,"4"
"771",1972,"Graduate","Married",30467,1,0,2014-03-19,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,42,29,1,1,2,0,"1"
"772",1972,"Graduate","Together",31590,1,0,2013-06-18,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,3,11,0,42,44,1,1,2,0,"1"
